Variable1,Variable2,Correlation Coefficient,p.value,p.adjusted,Method
Creatinine,hsa-miR-6741-5p,0.07008850113563306,0.2956445279225811,0.7661397698761244,Kendall
ALAT,hsa-miR-6741-5p,-0.08911031709492581,0.18278318364206106,0.6689747975167464,Kendall
ASAT,hsa-miR-6741-5p,-0.089072890485610845,0.18735681356154948,0.6742495986478333,Kendall
Glucose,hsa-miR-6741-5p,0.09359149262940981,0.16425376727774801,0.6496358824839127,Kendall
HbA1c,hsa-miR-6741-5p,-0.03442889204428189,0.6935479998666814,0.9430546141552963,Kendall
Target_fibrotic,hsa-miR-6741-5p,-0.03198732624904075,0.7625343810219881,0.9582516085404255,Kendall
Target_lipidic,hsa-miR-6741-5p,-0.08272584374751918,0.4345474360806904,0.8479142711506481,Kendall
Target_necrotic,hsa-miR-6741-5p,0.04523763566091749,0.6692400284360178,0.9320183685896777,Kendall
Target_Calcific,hsa-miR-6741-5p,0.15993663124520374,0.13084657932401011,0.6151476043049425,Kendall
Age,hsa-miR-6780a-5p,0.0066262004273758964,0.9215977025072466,0.985555810412966,Kendall
BMI,hsa-miR-6780a-5p,-0.015492997348236743,0.8154171688927826,0.9685801205789674,Kendall
WBC,hsa-miR-6780a-5p,0.025124468366499963,0.7051091806459879,0.9476486818208086,Kendall
RBC,hsa-miR-6780a-5p,-0.007337202652434428,0.9119507144581125,0.9833781375911034,Kendall
HGB,hsa-miR-6780a-5p,-0.07410965546128413,0.26756687884592095,0.7437432707235103,Kendall
HCT,hsa-miR-6780a-5p,-0.009155000647590533,0.8905343718006705,0.9804988415861603,Kendall
PLT,hsa-miR-6780a-5p,0.13416754772726106,0.04314098029200981,0.4651528101124968,Kendall
NE_abs,hsa-miR-6780a-5p,0.06859219080778417,0.30310110544614893,0.7731378084733482,Kendall
LY_abs,hsa-miR-6780a-5p,-0.027004777811177685,0.688342376811732,0.9396441420940129,Kendall
MO_abs,hsa-miR-6780a-5p,-0.06673733427043495,0.33901137136570403,0.7992948906466807,Kendall
Eo_Abs,hsa-miR-6780a-5p,-0.058051257601955446,0.4237770643890066,0.8427126084936635,Kendall
Total_cholesterol,hsa-miR-6780a-5p,0.1272365622029228,0.05467256213898531,0.49355780866753707,Kendall
LDL,hsa-miR-6780a-5p,0.09849047698325124,0.1371252966241438,0.6228822222996154,Kendall
HDL,hsa-miR-6780a-5p,0.14085585397637695,0.03394683805825771,0.4346428037728565,Kendall
TG,hsa-miR-6780a-5p,-0.1330888542347182,0.04469211230388987,0.46770901928649,Kendall
Creatinine,hsa-miR-6780a-5p,-0.1004500056545075,0.13248478933687688,0.6151476043049425,Kendall
ALAT,hsa-miR-6780a-5p,-0.058474354598561776,0.3802511258359134,0.8178379918633287,Kendall
ASAT,hsa-miR-6780a-5p,-0.06143746246231849,0.3613819564688147,0.8124017350382492,Kendall
Glucose,hsa-miR-6780a-5p,0.1183806684672263,0.0774310887544185,0.5376465114318897,Kendall
HbA1c,hsa-miR-6780a-5p,0.028583834755137302,0.7442298938890454,0.9566585611439493,Kendall
Target_fibrotic,hsa-miR-6780a-5p,-0.022092533543504236,0.8367997068264825,0.9685801205789674,Kendall
Target_lipidic,hsa-miR-6780a-5p,0.03768726310362487,0.7252938658003467,0.9550016226349155,Kendall
Target_necrotic,hsa-miR-6780a-5p,0.024699394254783763,0.8179156634067978,0.9685801205789674,Kendall
Target_Calcific,hsa-miR-6780a-5p,0.06887672222386615,0.5207432099172435,0.8859496448267753,Kendall
Age,hsa-miR-6803-3p,-0.10324428737243858,0.09372504791111379,0.564700459198913,Kendall
BMI,hsa-miR-6803-3p,-0.051169896583682706,0.39944150460471534,0.8275139957913865,Kendall
WBC,hsa-miR-6803-3p,0.06433559366672459,0.28957911179204415,0.7607249893301297,Kendall
RBC,hsa-miR-6803-3p,0.027788552372776512,0.6471718563383879,0.9221596496604916,Kendall
HGB,hsa-miR-6803-3p,0.023552896913936684,0.7001704078057012,0.9454565318497685,Kendall
HCT,hsa-miR-6803-3p,0.05036213358734946,0.4079965590193496,0.8325936461445538,Kendall
PLT,hsa-miR-6803-3p,-0.02731904606941837,0.6526878790235136,0.9240598560596841,Kendall
NE_abs,hsa-miR-6803-3p,0.04973020756674093,0.41451180061104104,0.8368788803258254,Kendall
LY_abs,hsa-miR-6803-3p,-0.08151773726468708,0.18572300217445442,0.671864960558509,Kendall
MO_abs,hsa-miR-6803-3p,0.10321542920730777,0.10599864311554581,0.5897084720911345,Kendall
Eo_Abs,hsa-miR-6803-3p,-0.03420852812471793,0.6063152538774785,0.9128523428870103,Kendall
Total_cholesterol,hsa-miR-6803-3p,-0.0730963589068686,0.2276719249193222,0.7148391117492577,Kendall
LDL,hsa-miR-6803-3p,-0.05421329054444079,0.37117879909638307,0.8137582766341129,Kendall
HDL,hsa-miR-6803-3p,-0.10568174491314175,0.08205050535326204,0.5471092748047134,Kendall
TG,hsa-miR-6803-3p,0.019399302819433292,0.7491206329865607,0.9567277638896071,Kendall
Creatinine,hsa-miR-6803-3p,-0.0944543795569163,0.12210260639397874,0.6082025502213692,Kendall
ALAT,hsa-miR-6803-3p,0.10161702943742533,0.09562191252927826,0.564700459198913,Kendall
ASAT,hsa-miR-6803-3p,0.08254419898536706,0.18015178518973418,0.6663781962068651,Kendall
Glucose,hsa-miR-6803-3p,0.01516687388534859,0.8047104059715653,0.9664943812261798,Kendall
HbA1c,hsa-miR-6803-3p,-0.1401428228824958,0.06824360356322319,0.5280531154715192,Kendall
Target_fibrotic,hsa-miR-6803-3p,-0.031165491634094176,0.7414061194171206,0.9566585611439493,Kendall
Target_lipidic,hsa-miR-6803-3p,0.08288694583535686,0.38014025372693205,0.8178379918633287,Kendall
Target_necrotic,hsa-miR-6803-3p,0.03449177685516375,0.7150327284829171,0.9523293989802688,Kendall
Target_Calcific,hsa-miR-6803-3p,-0.04973216750121411,0.5984833797064444,0.9102127444067099,Kendall
Age,hsa-miR-6815-5p,-0.026383916255140534,0.6860351463682064,0.939061775824085,Kendall
BMI,hsa-miR-6815-5p,-0.052363405671706206,0.4157346357421494,0.8373031374940365,Kendall
WBC,hsa-miR-6815-5p,-0.04229357727813231,0.5111147315718028,0.883052420264478,Kendall
RBC,hsa-miR-6815-5p,-0.06409332686226589,0.31907197610785903,0.7860399754760132,Kendall
HGB,hsa-miR-6815-5p,-0.08297004885246673,0.20042495935585875,0.6880139824610397,Kendall
HCT,hsa-miR-6815-5p,-0.07728253958464285,0.23076479634486272,0.7148391117492577,Kendall
PLT,hsa-miR-6815-5p,0.06656892116311704,0.3006632293596555,0.7722183367490288,Kendall
NE_abs,hsa-miR-6815-5p,-0.005824877219123192,0.9281232634862951,0.9868652421879593,Kendall
LY_abs,hsa-miR-6815-5p,-0.0756516845295915,0.24642348185583313,0.7304581673680149,Kendall
MO_abs,hsa-miR-6815-5p,-0.12600049388852175,0.0625809744027696,0.5119450732616116,Kendall
Eo_Abs,hsa-miR-6815-5p,-0.03668732628142651,0.6020169916740195,0.9122449889457234,Kendall
Total_cholesterol,hsa-miR-6815-5p,0.04507437979677639,0.4825989319678841,0.8722104735178473,Kendall
LDL,hsa-miR-6815-5p,0.017653290559972414,0.7834362145741902,0.964626193016168,Kendall
HDL,hsa-miR-6815-5p,0.08047554446953752,0.21137705265442083,0.6969675149275494,Kendall
TG,hsa-miR-6815-5p,-0.039055562661899135,0.5434026537479774,0.8935537105154219,Kendall
Creatinine,hsa-miR-6815-5p,-0.05228332776187672,0.41927348255012753,0.8386998733854,Kendall
ALAT,hsa-miR-6815-5p,0.015263943148906417,0.8132329369776193,0.9685801205789674,Kendall
ASAT,hsa-miR-6815-5p,-0.05317107047450319,0.4151734511651792,0.8373028784314273,Kendall
Glucose,hsa-miR-6815-5p,0.11844835392990616,0.06838318510461602,0.5280531154715192,Kendall
HbA1c,hsa-miR-6815-5p,-0.15458487971721224,0.0682794121971865,0.5280531154715192,Kendall
Target_fibrotic,hsa-miR-6815-5p,0.07548001571709748,0.46429570186248775,0.8654028786242481,Kendall
Target_lipidic,hsa-miR-6815-5p,-0.15635146112827336,0.12955620244494032,0.6137435505094558,Kendall
Target_necrotic,hsa-miR-6815-5p,-0.06291972788041846,0.5419693332315938,0.8930824802151239,Kendall
Target_Calcific,hsa-miR-6815-5p,0.1437714585087571,0.16335112773678254,0.6486588316872682,Kendall
Age,hsa-miR-7-5p,-0.16519932947629903,0.005165304834671141,0.22190667188848062,Kendall
BMI,hsa-miR-7-5p,0.031029869202649468,0.5941687489274123,0.9078603244480958,Kendall
WBC,hsa-miR-7-5p,0.03820506070338501,0.511967858614025,0.8835967452100738,Kendall
RBC,hsa-miR-7-5p,0.1520785926268062,0.009005238016624707,0.2871670345301435,Kendall
HGB,hsa-miR-7-5p,0.13118421140853304,0.025315497760553557,0.4096012702487567,Kendall
HCT,hsa-miR-7-5p,0.13834374699542815,0.0177856285978993,0.3746403968878605,Kendall
PLT,hsa-miR-7-5p,0.005965026903835096,0.9183904013216997,0.9847249508567665,Kendall
NE_abs,hsa-miR-7-5p,0.05576127337680022,0.34006276059418195,0.7996418760304792,Kendall
LY_abs,hsa-miR-7-5p,-0.015430610545286353,0.7939308708423923,0.964626193016168,Kendall
MO_abs,hsa-miR-7-5p,0.06285020501980329,0.30466811655398435,0.7747695732396637,Kendall
Eo_Abs,hsa-miR-7-5p,0.05786810100239034,0.36324062099436016,0.8126144939358018,Kendall
Total_cholesterol,hsa-miR-7-5p,-0.011149219574929026,0.8478462005182058,0.9694716686377768,Kendall
LDL,hsa-miR-7-5p,0.04277972931184923,0.46184278908607623,0.8641196395649478,Kendall
HDL,hsa-miR-7-5p,-0.11108151890192298,0.056668179970475484,0.5006262647762674,Kendall
TG,hsa-miR-7-5p,0.013113151252567625,0.821662296533535,0.9685801205789674,Kendall
Creatinine,hsa-miR-7-5p,0.030465254973250176,0.6030891475646715,0.9122449889457234,Kendall
ALAT,hsa-miR-7-5p,0.14678000130483862,0.012073611387082829,0.3274135245441989,Kendall
ASAT,hsa-miR-7-5p,0.08450001668881564,0.1525097263641751,0.6374314291240522,Kendall
Glucose,hsa-miR-7-5p,-0.024679760021340362,0.6748212892005291,0.9344719678389083,Kendall
HbA1c,hsa-miR-7-5p,-0.018460988645409276,0.8058594362216469,0.9673017239564176,Kendall
Target_fibrotic,hsa-miR-7-5p,0.004463548695868854,0.9614162360383519,0.9938692956623455,Kendall
Target_lipidic,hsa-miR-7-5p,0.041447237890210785,0.6532803233996611,0.9240598560596841,Kendall
Target_necrotic,hsa-miR-7-5p,0.01530839214236019,0.8682624819620881,0.9763400590948447,Kendall
Target_Calcific,hsa-miR-7-5p,-0.07588032782977051,0.4108495820858222,0.8350345002676728,Kendall
Age,hsa-miR-744-5p,-0.09055226059314687,0.14094490222970038,0.6256826534062245,Kendall
BMI,hsa-miR-744-5p,-0.04428366780853737,0.4651815067296077,0.8654028786242481,Kendall
WBC,hsa-miR-744-5p,0.08338221553505991,0.16923000250666173,0.6554804439161067,Kendall
RBC,hsa-miR-744-5p,-0.03720415226371792,0.5394035408952442,0.8922154095545277,Kendall
HGB,hsa-miR-744-5p,-0.09344511857218737,0.12597358667281192,0.611536778436825,Kendall
HCT,hsa-miR-744-5p,-0.09459390131492527,0.11958592258018452,0.6054351150102779,Kendall
PLT,hsa-miR-744-5p,0.0900403232848824,0.13740494943820605,0.6228822222996154,Kendall
NE_abs,hsa-miR-744-5p,0.05946342654438312,0.3284799003122874,0.7930240825052185,Kendall
LY_abs,hsa-miR-744-5p,-0.01601622983757906,0.7945533303557438,0.964626193016168,Kendall
MO_abs,hsa-miR-744-5p,-0.011459336024737558,0.8573573716495034,0.9728741993875173,Kendall
Eo_Abs,hsa-miR-744-5p,0.10322840585898732,0.11935205571180998,0.6053733135073248,Kendall
Total_cholesterol,hsa-miR-744-5p,0.0010409169077644177,0.9862726177406832,0.9979460576670547,Kendall
LDL,hsa-miR-744-5p,0.02962423959064734,0.6245502089323731,0.918637639999598,Kendall
HDL,hsa-miR-744-5p,-0.03248557189402033,0.5924116132320767,0.9057782889994549,Kendall
TG,hsa-miR-744-5p,-0.016327027432720048,0.7874947958536559,0.964626193016168,Kendall
Creatinine,hsa-miR-744-5p,-0.019017548298380274,0.7552285763074944,0.9580137078464128,Kendall
ALAT,hsa-miR-744-5p,0.08580904901592841,0.15872376191372908,0.6417956040118923,Kendall
ASAT,hsa-miR-744-5p,0.02389592124268461,0.6975729607488672,0.9447272028388118,Kendall
Glucose,hsa-miR-744-5p,-0.011251125185949418,0.8542478522966246,0.9714477805215701,Kendall
HbA1c,hsa-miR-744-5p,-0.08474755038745226,0.2856583570662622,0.7588017257096987,Kendall
Target_fibrotic,hsa-miR-744-5p,-0.02902485555612493,0.7672248941086978,0.9590338982329908,Kendall
Target_lipidic,hsa-miR-744-5p,-0.07111089611250608,0.46831913513860274,0.8667083790609004,Kendall
Target_necrotic,hsa-miR-744-5p,0.05516451037936448,0.573826906627628,0.9006841123367939,Kendall
Target_Calcific,hsa-miR-744-5p,0.08562332389056855,0.38254315505534897,0.8178379918633287,Kendall
Age,hsa-miR-760,-0.06736894425014167,0.3107791252346337,0.7818771698635811,Kendall
BMI,hsa-miR-760,-0.07280504257878144,0.2664950828365003,0.7437432707235103,Kendall
WBC,hsa-miR-760,-0.08248328986299307,0.20823430027349765,0.6938245388711891,Kendall
RBC,hsa-miR-760,0.039634760413880664,0.5451479751384214,0.8944570448366785,Kendall
HGB,hsa-miR-760,0.02278200797686706,0.7299266917592271,0.9551396071904356,Kendall
HCT,hsa-miR-760,0.06860072308386876,0.29620669782613623,0.7670152464853272,Kendall
PLT,hsa-miR-760,0.0045203429965331105,0.9449766510377285,0.9909377675726634,Kendall
NE_abs,hsa-miR-760,-0.05810243906171299,0.37691931507092274,0.8164681086733295,Kendall
LY_abs,hsa-miR-760,0.008115800480245095,0.9028173915490951,0.9815827069173628,Kendall
MO_abs,hsa-miR-760,-0.08155083204278842,0.23662125887143226,0.7195220240757608,Kendall
Eo_Abs,hsa-miR-760,-0.0077636553124371685,0.9137082071462893,0.9836858597723727,Kendall
Total_cholesterol,hsa-miR-760,0.01879826097356322,0.7736920770865052,0.9617345165266544,Kendall
LDL,hsa-miR-760,-0.017002774606763808,0.7949036477293216,0.964626193016168,Kendall
HDL,hsa-miR-760,-0.031227480003441492,0.6339117878911428,0.918637639999598,Kendall
TG,hsa-miR-760,0.07874514857442352,0.22891878961515091,0.7148391117492577,Kendall
Creatinine,hsa-miR-760,4.5511619126992306e-4,0.9944914168507859,0.9990262750258483,Kendall
ALAT,hsa-miR-760,0.07251623080006699,0.2703769893984796,0.745022222750514,Kendall
ASAT,hsa-miR-760,0.024795727959400694,0.7090484009964614,0.9493668008246561,Kendall
Glucose,hsa-miR-760,0.1257224340236308,0.057494356102904584,0.5019279148755472,Kendall
HbA1c,hsa-miR-760,-0.045396952200740984,0.5983931591546621,0.9102127444067099,Kendall
Target_fibrotic,hsa-miR-760,-0.027769743713176538,0.7939549936653082,0.964626193016168,Kendall
Target_lipidic,hsa-miR-760,0.016199017166019646,0.8789077188700661,0.9786479740667662,Kendall
Target_necrotic,hsa-miR-760,0.046297412663263246,0.6633412274898153,0.9294333553600179,Kendall
Target_Calcific,hsa-miR-760,0.08793752175839237,0.40820039627531757,0.832598261635886,Kendall
Age,hsa-miR-769-5p,-0.09997442800170796,0.12833488035093163,0.611536778436825,Kendall
BMI,hsa-miR-769-5p,0.01740231126586486,0.7882995988299338,0.964626193016168,Kendall
WBC,hsa-miR-769-5p,-0.07448724702536082,0.25058167048825475,0.7318302743435174,Kendall
RBC,hsa-miR-769-5p,-0.02552738286397886,0.6935996915375626,0.9430546141552963,Kendall
HGB,hsa-miR-769-5p,-0.014659990354314286,0.822297323881526,0.9685801205789674,Kendall
HCT,hsa-miR-769-5p,-0.02187746731230124,0.7362691939162893,0.9563307953413918,Kendall
PLT,hsa-miR-769-5p,0.06402200164132438,0.3230390818108269,0.789753587814136,Kendall
NE_abs,hsa-miR-769-5p,-0.0624284282675369,0.33714823855447584,0.798856920248789,Kendall
LY_abs,hsa-miR-769-5p,0.02101146173458522,0.7492728710257193,0.9567277638896071,Kendall
MO_abs,hsa-miR-769-5p,-0.007125924953208016,0.9167311905992428,0.9845050023960201,Kendall
Eo_Abs,hsa-miR-769-5p,0.12473256767554369,0.07837393820877211,0.5407241150396134,Kendall
Total_cholesterol,hsa-miR-769-5p,-0.0035577910845278954,0.9561222478017491,0.9938692956623455,Kendall
LDL,hsa-miR-769-5p,0.03602422510067254,0.5776538551034252,0.9006841123367939,Kendall
HDL,hsa-miR-769-5p,-0.055532722719333835,0.3918853968248978,0.8231389653355878,Kendall
TG,hsa-miR-769-5p,-0.03106071035348069,0.6313728766533084,0.918637639999598,Kendall
Creatinine,hsa-miR-769-5p,-0.04593923746461683,0.4810863398694011,0.8722104735178473,Kendall
ALAT,hsa-miR-769-5p,0.012320573747634539,0.8498392632505394,0.9704397953033348,Kendall
ASAT,hsa-miR-769-5p,-0.08154606621791684,0.2147402475056341,0.6999702011906132,Kendall
Glucose,hsa-miR-769-5p,0.019900807124542542,0.7611368254766704,0.9582516085404255,Kendall
HbA1c,hsa-miR-769-5p,-0.05750434858500107,0.5023222390789517,0.8791941259975782,Kendall
Target_fibrotic,hsa-miR-769-5p,0.04319958300107918,0.6793007694559974,0.9371319798368609,Kendall
Target_lipidic,hsa-miR-769-5p,-0.07069022672903866,0.4987224006577609,0.8781185827532355,Kendall
Target_necrotic,hsa-miR-769-5p,-0.037320424467967336,0.7210552817527736,0.9542065658352192,Kendall
Target_Calcific,hsa-miR-769-5p,-0.06676299191075874,0.5228763266351466,0.8873052815626731,Kendall
Age,hsa-miR-7976,-0.07536448042873227,0.24313241489270845,0.7286269431279879,Kendall
BMI,hsa-miR-7976,0.05326132912001795,0.40273301523780936,0.8304657298924119,Kendall
WBC,hsa-miR-7976,0.14022838531604329,0.027647938329516984,0.41399782437763694,Kendall
RBC,hsa-miR-7976,0.0189421008126825,0.7659706046715382,0.9590338982329908,Kendall
HGB,hsa-miR-7976,0.0022694534509630606,0.9717610972947215,0.9938692956623455,Kendall
HCT,hsa-miR-7976,0.014211117674590993,0.8237304429091896,0.9685801205789674,Kendall
PLT,hsa-miR-7976,0.05098970294017914,0.4229238213757805,0.8420321777065951,Kendall
NE_abs,hsa-miR-7976,0.11676946026351702,0.06756535798811186,0.5270557030828024,Kendall
LY_abs,hsa-miR-7976,-0.09179340589801824,0.15513923937619087,0.6400020284125947,Kendall
MO_abs,hsa-miR-7976,0.022391302427337344,0.7379964110036339,0.9566585611439493,Kendall
Eo_Abs,hsa-miR-7976,-0.05398527861804794,0.43791244323419437,0.8496734954921495,Kendall
Total_cholesterol,hsa-miR-7976,-0.09847716822646994,0.1210035984101788,0.607198923720841,Kendall
LDL,hsa-miR-7976,-0.01930926876118996,0.7612222843890228,0.9582516085404255,Kendall
HDL,hsa-miR-7976,-0.11814515459125728,0.06364784616214185,0.5155834912757788,Kendall
TG,hsa-miR-7976,0.06828784960043517,0.28282424534882183,0.7547824106790719,Kendall
Creatinine,hsa-miR-7976,0.006000468534875518,0.9253482829105144,0.9866222221484549,Kendall
ALAT,hsa-miR-7976,0.03646043865515002,0.5683771173354777,0.8985498242384141,Kendall
ASAT,hsa-miR-7976,0.0065921874153860955,0.9186649545758594,0.9848660244542443,Kendall
Glucose,hsa-miR-7976,-0.03522785481652904,0.5837688915919914,0.9033724059658849,Kendall
HbA1c,hsa-miR-7976,-0.06320357995902852,0.4293529705281166,0.8456915244488611,Kendall
Target_fibrotic,hsa-miR-7976,-0.08307222004436264,0.40858916584110305,0.8326996309412413,Kendall
Target_lipidic,hsa-miR-7976,0.007120476003802512,0.9435310809395561,0.9909377675726634,Kendall
Target_necrotic,hsa-miR-7976,0.0846810813629083,0.3997119163204622,0.8277858327165796,Kendall
Target_Calcific,hsa-miR-7976,0.0640842840342226,0.5238042072446859,0.8880047697517589,Kendall
Age,hsa-miR-877-5p,-0.07215773963378459,0.22751379654741738,0.7148391117492577,Kendall
BMI,hsa-miR-877-5p,-0.007831819434792966,0.8943049101247103,0.9814546736638099,Kendall
WBC,hsa-miR-877-5p,0.016331660810271008,0.7818165392346305,0.9646192050930811,Kendall
RBC,hsa-miR-877-5p,0.0346290139092478,0.5568194070768493,0.8961206541945261,Kendall
HGB,hsa-miR-877-5p,0.013782005333173667,0.8164301187901767,0.9685801205789674,Kendall
HCT,hsa-miR-877-5p,0.0051970953693379835,0.9299063812492496,0.987158011309297,Kendall
PLT,hsa-miR-877-5p,0.037931373202383975,0.5197667005506312,0.8859496448267753,Kendall
NE_abs,hsa-miR-877-5p,0.01284431999236749,0.8281208085378661,0.9685801205789674,Kendall
LY_abs,hsa-miR-877-5p,0.03608289310877175,0.5462080481012745,0.8948199548476035,Kendall
MO_abs,hsa-miR-877-5p,-0.03400154096454016,0.5832730012002925,0.9033724059658849,Kendall
Eo_Abs,hsa-miR-877-5p,-0.04494627634545235,0.4854037896844292,0.8722104735178473,Kendall
Total_cholesterol,hsa-miR-877-5p,0.03367588951265748,0.5669468559923581,0.8980030199582885,Kendall
LDL,hsa-miR-877-5p,0.035345682711950543,0.5480854106609029,0.8955297723336509,Kendall
HDL,hsa-miR-877-5p,-0.019098650641504046,0.7461373216555419,0.9566585611439493,Kendall
TG,hsa-miR-877-5p,-0.041979482593361386,0.4758972937450266,0.8713398615937649,Kendall
Creatinine,hsa-miR-877-5p,0.021093304420176658,0.7220856698076071,0.9542337063044503,Kendall
ALAT,hsa-miR-877-5p,-0.02237902010849194,0.7053709047176664,0.9476486818208086,Kendall
ASAT,hsa-miR-877-5p,-0.07694999100547711,0.1980281009883291,0.6878555519957695,Kendall
Glucose,hsa-miR-877-5p,0.08810000056153762,0.13897902808705792,0.6252694614393566,Kendall
HbA1c,hsa-miR-877-5p,0.06687979422536053,0.38041479120354843,0.8178379918633287,Kendall
Target_fibrotic,hsa-miR-877-5p,-0.03565393137672995,0.7022175240081698,0.9467109228177265,Kendall
Target_lipidic,hsa-miR-877-5p,-0.04861899733190447,0.60211782079148,0.9122449889457234,Kendall
Target_necrotic,hsa-miR-877-5p,0.04863423600876572,0.6021096242859313,0.9122449889457234,Kendall
Target_Calcific,hsa-miR-877-5p,0.06028755669156155,0.5179664881615863,0.8859496448267753,Kendall
Age,hsa-miR-885-3p,-0.12916711080760143,0.051544248368001325,0.4876878884049356,Kendall
BMI,hsa-miR-885-3p,0.03641744235399434,0.5776438203123282,0.9006841123367939,Kendall
WBC,hsa-miR-885-3p,-0.03389298278789008,0.6044259712087631,0.9122629789594779,Kendall
RBC,hsa-miR-885-3p,-0.04073694169985909,0.5332781162479782,0.8901970392766195,Kendall
HGB,hsa-miR-885-3p,-0.03864907902649768,0.5573825987401118,0.8961206541945261,Kendall
HCT,hsa-miR-885-3p,-0.05057021807803112,0.44043676946080385,0.8517008464366811,Kendall
PLT,hsa-miR-885-3p,0.06266206618664466,0.33782560693747055,0.7992948906466807,Kendall
NE_abs,hsa-miR-885-3p,-0.061126367515348536,0.3517119777980624,0.8065168983355407,Kendall
LY_abs,hsa-miR-885-3p,-0.027898355292288006,0.6741186933596907,0.9344719678389083,Kendall
MO_abs,hsa-miR-885-3p,0.012215369964308892,0.8590404000965113,0.973081949092472,Kendall
Eo_Abs,hsa-miR-885-3p,0.0271616495650897,0.7040868959331277,0.9476486818208086,Kendall
Total_cholesterol,hsa-miR-885-3p,0.030079063923496505,0.6448358516484511,0.9211176578503798,Kendall
LDL,hsa-miR-885-3p,0.008641211470831283,0.8947046668629772,0.9814546736638099,Kendall
HDL,hsa-miR-885-3p,-0.014190427671089101,0.8283610154753134,0.9685801205789674,Kendall
TG,hsa-miR-885-3p,0.020424337141968174,0.7545582026259661,0.9580137078464128,Kendall
Creatinine,hsa-miR-885-3p,0.07255267810455579,0.2701893334102128,0.745022222750514,Kendall
ALAT,hsa-miR-885-3p,0.16624038688754716,0.011362171055288138,0.31814078954806785,Kendall
ASAT,hsa-miR-885-3p,0.07380675224559557,0.2658364101966623,0.7437432707235103,Kendall
Glucose,hsa-miR-885-3p,0.06261987759016889,0.34320473322702233,0.8010824135776787,Kendall
HbA1c,hsa-miR-885-3p,-0.036866926885173366,0.6662780882630281,0.9304737266937121,Kendall
Target_fibrotic,hsa-miR-885-3p,0.03419334874897459,0.7467008382608608,0.9567104490217279,Kendall
Target_lipidic,hsa-miR-885-3p,0.05184152874844535,0.6243472817195945,0.918637639999598,Kendall
Target_necrotic,hsa-miR-885-3p,-0.04965106353027529,0.6391636665582678,0.9201517066231163,Kendall
Target_Calcific,hsa-miR-885-3p,-0.25258957624242523,0.01703378520536969,0.3680002721846603,Kendall
Age,hsa-miR-885-5p,-0.15155964788781592,0.011441052341319894,0.319052504157941,Kendall
BMI,hsa-miR-885-5p,0.004648900490722388,0.9372842210770843,0.9896108739091464,Kendall
WBC,hsa-miR-885-5p,-0.003986279804532842,0.9462275411145258,0.9914230762392536,Kendall
RBC,hsa-miR-885-5p,0.030653981310161754,0.6038049527760483,0.9122629789594779,Kendall
HGB,hsa-miR-885-5p,0.04450002619462147,0.4545640666706106,0.8608210778213138,Kendall
HCT,hsa-miR-885-5p,0.004105454043694825,0.9447290354463818,0.9909377675726634,Kendall
PLT,hsa-miR-885-5p,-0.017260817616776777,0.7700947420442823,0.9606710562496523,Kendall
NE_abs,hsa-miR-885-5p,-0.016777479514126514,0.7772169796270335,0.9623904475421624,Kendall
LY_abs,hsa-miR-885-5p,0.017541499722030045,0.7697562660164197,0.9606710562496523,Kendall
MO_abs,hsa-miR-885-5p,0.03717785481371996,0.5495168121920502,0.8961206541945261,Kendall
Eo_Abs,hsa-miR-885-5p,0.007347986601179351,0.9094039426880594,0.9826852994814254,Kendall
Total_cholesterol,hsa-miR-885-5p,-0.037988551523150914,0.5193153411935032,0.8859496448267753,Kendall
LDL,hsa-miR-885-5p,-0.024197589201080918,0.681621453759752,0.9384367551309313,Kendall
HDL,hsa-miR-885-5p,-0.16660999836974677,0.004836719125032124,0.21986919493104545,Kendall
TG,hsa-miR-885-5p,0.1206239369266467,0.04097186658942262,0.46227936467653946,Kendall
Creatinine,hsa-miR-885-5p,0.017712700785384162,0.7657134794594562,0.9590338982329908,Kendall
ALAT,hsa-miR-885-5p,0.20555273073887076,5.307192358443906e-4,0.09138985241240405,Kendall
ASAT,hsa-miR-885-5p,0.16477163422674407,0.005960776369950903,0.23328311156944215,Kendall
Glucose,hsa-miR-885-5p,0.07340899893705782,0.21867665461448757,0.7068253388008402,Kendall
HbA1c,hsa-miR-885-5p,-0.1546107799053027,0.039558188689624775,0.4564270142586239,Kendall
Target_fibrotic,hsa-miR-885-5p,0.041447237890210785,0.6532803233996611,0.9240598560596841,Kendall
Target_lipidic,hsa-miR-885-5p,-0.027418941988908676,0.7663370636179084,0.9590338982329908,Kendall
Target_necrotic,hsa-miR-885-5p,-0.028065385594327013,0.7610612395782028,0.9582516085404255,Kendall
Target_Calcific,hsa-miR-885-5p,-0.0631273315558595,0.4938608342894868,0.8757813019517214,Kendall
Age,hsa-miR-92a-3p,-0.22240811367206087,1.5129905905421828e-4,0.04342282994856064,Kendall
BMI,hsa-miR-92a-3p,0.0030156333936315564,0.9584414257776744,0.9938692956623455,Kendall
WBC,hsa-miR-92a-3p,0.012605808143157683,0.8276246703160819,0.9685801205789674,Kendall
RBC,hsa-miR-92a-3p,0.07774346076277618,0.17905248767674659,0.6657978281943754,Kendall
HGB,hsa-miR-92a-3p,0.0812809444474437,0.16314753624084663,0.6486588316872682,Kendall
HCT,hsa-miR-92a-3p,0.08669510338987127,0.13500216999515946,0.6197577241156594,Kendall
